,X,Y,area,classification,autumn_R,autumn_G,autumn_B,autumn_NDVI,autumn_NDWI,autumn_NIR,autumn_SWIR,spring_R,spring_G,spring_B,spring_NDVI,spring_NDWI,spring_NIR,spring_SWIR,summer_R,summer_G,summer_B,summer_NDVI,summer_NDWI,summer_NIR,summer_SWIR,summer_VH,summer_VV,log_area,CO2_flux,CH4_flux,CO2_weight,CH4_weight,CO2_precentage,CH4_precentage
1076,-76.5444892957006,42.472173386651896,700,Pond,0.0235285716397421,0.0273285717038171,0.0142285718050386,6.980719211112176e-05,-6.157971958080972e-05,0.1205857156642845,0.1245857168521199,0.0332071432577712,0.0406285710632801,0.0296428576111793,5.68899761544474e-05,-4.570777985333864e-05,0.1072428567068917,0.1558499996151243,0.0625857146722929,0.1043571435979434,0.064285715243646,7.169505365059845e-05,-5.604510131109107e-05,0.3748214244842529,0.1776071382420403,-17.968786279927087,-11.783909999738142,6.551080335043404,35.18,2.28,24626.0,1595.9999999999998,0.00016445700741818907,0.0004791191412599932
1077,-76.45273001754411,42.479443878431255,40500,Pond,0.0171536290517417,0.0182537635242546,0.0080037634423558,5.396841242565975e-05,-5.496815609109935e-05,0.0652840053061804,0.0568767470678174,0.0229940860311911,0.0227823925394845,0.0165922043003862,1.873933406460751e-05,-2.16718244064514e-05,0.0451741936336201,0.052383736702263,0.0472936828931172,0.083009542827244,0.0512342742463994,7.101577329615217e-05,-5.511353767986449e-05,0.2865469085993946,0.1501924732639905,-19.10683623416256,-10.424421730474084,10.60905725309463,21.57,0.28,873585.0,11340.000000000002,0.005833963080704081,0.003404267582636795
1078,-76.44857262484723,42.47403493748437,1700,Pond,0.0235382353010423,0.0267176470883628,0.0122705883729983,6.140981349744834e-05,-5.616258781896357e-05,0.101864707601421,0.109667647849111,0.025035293882384,0.0299147058497456,0.0208823529674726,5.7434641776661226e-05,-4.838763668564805e-05,0.0931205894140636,0.1253823532777674,0.0214294118478017,0.0420147057841805,0.0269000001032562,7.870964883991023e-05,-6.44545879742295e-05,0.2047588202883215,0.1313470602035522,-15.364467643038418,-9.21620181905319,7.438383530044307,21.21,0.65,36057.0,1105.0,0.00024079535111173731,0.0003317209593310104
1079,-76.44444777243086,42.47629023726826,500,Pond,0.0271600004285573,0.0310400005429983,0.0157999999821186,6.453524474636652e-05,-5.936126981396228e-05,0.117780002951622,0.1257999986410141,0.0500299997627735,0.0488800011575222,0.0298000000417232,4.190767940599471e-05,-4.400727120810188e-05,0.1312300026416778,0.1652999967336654,0.0241700001060962,0.0432199999690055,0.0296400003135204,7.869897381169721e-05,-6.656864279648289e-05,0.232859992980957,0.1438000053167343,-19.275907720615656,-13.71953986381321,6.214608098422191,35.18,2.28,17590.0,1140.0,0.0001174692910129922,0.00034222795804285237
1080,-76.44202508521077,42.472709414343406,1300,Pond,0.0241423077308214,0.0251000000593753,0.0129884615576324,6.132142040699434e-05,-5.978581080293784e-05,0.1032461546934568,0.1118961521066152,0.0276538461733322,0.029249999528894,0.0201153844021833,5.051421136998285e-05,-4.52581194762248e-05,0.0764115383991828,0.1025884621418439,0.0214230770675035,0.0363192307547881,0.0243961541698529,7.192220213115573e-05,-5.730583059350745e-05,0.1450730762802637,0.1092692338503324,-16.273094216085454,-10.8406277763613,7.170119543449628,21.21,0.65,27573.0,845.0,0.00018413762143838736,0.0002536689689001844
1081,-76.42302226189297,42.47570149525133,9100,Pond,0.0324296706796183,0.0297549449746589,0.0162818681469166,4.857926079229411e-05,-5.0962710672168186e-05,0.0972406589477271,0.1083280228815236,0.0382445055663913,0.0371780219886984,0.0293714285081068,3.2775434802105945e-05,-3.327014748900003e-05,0.0780637364957358,0.0867098903099259,0.0382873625750397,0.0485203295618623,0.037871428652779,5.478295753454114e-05,-4.7050230812721446e-05,0.1497637359323082,0.1077983511181978,-17.48064608338851,-10.49124734262293,9.116029692504942,21.21,0.65,193011.0,5915.0,0.0012889633500687116,0.0017756827823012908
1082,-76.41247814986161,42.4773890187,1900,Pond,0.0186736841048849,0.0259368420627556,0.010589473709268,5.983379301860144e-05,-4.700681845286837e-05,0.0837947370386437,0.100421051837896,0.0251657898096661,0.0406263156941062,0.0294921052102979,5.024441672599336e-05,-3.150371173289482e-05,0.0838368427204458,0.0954473689198494,0.030931578556958,0.0503078944196826,0.0364052634686231,5.653328863493363e-05,-4.0597011512114766e-05,0.1246842110627576,0.1202605264751534,-22.687557359339344,-16.30653832085053,7.549609165154532,21.21,0.65,40299.0,1235.0,0.0002691242159484123,0.0003707469545464234
1086,-76.39875421690807,42.47604095477692,2400,Pond,0.0240950001403689,0.0286574998870491,0.0139674999285489,5.238415778876515e-05,-4.347488147686818e-05,0.0864175012335181,0.0934724997729063,0.0381250000558793,0.0460225000977516,0.0339924994856119,3.974698402089416e-05,-2.7434525532044066e-05,0.0861999996006488,0.1123374987393617,0.0283650000579655,0.044345000013709,0.0335750000551342,6.015656945237424e-05,-4.634520191757474e-05,0.1348874993622303,0.0974725015461444,-18.759527820065586,-12.92327086005445,7.783224016336037,21.21,0.65,50904.0,1560.0,0.00033994637804009975,0.00046831194258495584
1087,-76.39690892759528,42.47796110369673,900,Pond,0.0218944441941049,0.0260333329853084,0.0132444446078605,5.895773089529636e-05,-5.2161404811259774e-05,0.0876388893359237,0.1235444454683197,0.0310222227126359,0.0398388889928658,0.028355555401908,5.372894358717733e-05,-4.0067862250402366e-05,0.0993333343002531,0.143349998527103,0.0273555556519164,0.0436833335293663,0.0315722216748529,7.161646175922619e-05,-5.943919111612356e-05,0.1736555563078986,0.1213611091176668,-16.69082203394235,-10.960207255598164,6.802394763324311,35.18,2.28,31662.0,2052.0,0.00021144472382338594,0.0006160103244771342
1088,-76.35911979797663,42.477197535705216,1200,Pond,0.0264625002164393,0.031304166962703,0.0133333335009713,6.044007386662997e-05,-5.453753692563623e-05,0.1076708333566784,0.1214333331833283,0.0262375000553826,0.0380750000476837,0.0265333335846662,5.056792845910726e-05,-3.472425017510735e-05,0.0801625012730558,0.0969624997427066,0.0333041666696469,0.0515708333502213,0.0408333328862985,6.431902814559483e-05,-5.077815815942207e-05,0.1770708318799734,0.1322666704654693,-17.939706900650865,-11.53326030034171,7.090076835776092,21.21,0.65,25452.0,780.0,0.00016997318902004988,0.00023415597129247792
1089,-76.34663920429594,42.478158733059225,500,Pond,0.0195399995893239,0.0165399999357759,0.0051200001616962,7.253133517224342e-05,-7.902591314632446e-05,0.1237599998712539,0.1387999951839447,0.0281399995088577,0.0350399993360042,0.0224599998444318,6.028229981893674e-05,-5.150357319507748e-05,0.1099200040102005,0.1504200011491775,0.0237700004130601,0.0442300006747245,0.0342799995094537,7.977210188983008e-05,-6.653585442109033e-05,0.2354100048542022,0.1700799971818924,-19.301623001382165,-13.459915562308732,6.214608098422191,35.18,2.28,17590.0,1140.0,0.0001174692910129922,0.00034222795804285237
1090,-76.34578195485336,42.472474963925855,1400,Pond,0.0255714283723916,0.0274928569394562,0.0165107143776757,6.323281948945285e-05,-6.182935560770732e-05,0.131607140813555,0.1280250006488391,0.0337142857855984,0.0425785712099501,0.0376678576160754,4.91001480570828e-05,-4.311620094605522e-05,0.1096178564642157,0.1336499995418957,0.027571428567171,0.0394642855972051,0.0340035712080342,6.13972403828354e-05,-4.910566972934508e-05,0.1275714295251029,0.1356857131634439,-23.061998779107025,-17.03760679126663,7.24422751560335,21.21,0.65,29694.0,910.0,0.00019830205385672485,0.0002731819665078909
1091,-76.3221854289617,42.47292237160307,1100,Pond,0.0229545458304611,0.0305999998765235,0.0134272729046642,7.174504770029506e-05,-6.627599213970825e-05,0.1502545442093502,0.1190636361187154,0.02644090896303,0.0380181819200515,0.029504545032978,4.865355169220658e-05,-3.990815540336453e-05,0.1026681834323839,0.1220999983224001,0.0246000000360337,0.0417863638563589,0.032281818376346,6.896127954612233e-05,-5.440555336959237e-05,0.1513863632624799,0.1036454533988779,-18.311767876315766,-12.1427854051525,7.003065458786462,21.21,0.65,23331.0,715.0,0.0001558087566017124,0.00021464297368477142
1092,-76.29517332169672,42.47690050834016,77000,Pond,0.0252862046316045,0.0329658815732494,0.0201959623735834,1.8016247483338088e-05,-6.710143115393492e-06,0.0592806863756461,0.0444541721495713,0.0277993944266743,0.0308436743368571,0.0243161508404871,1.3485111317188242e-05,-4.0139067666952624e-06,0.0405598249935706,0.0513131226993305,0.0457715343954705,0.0601487886185681,0.0470273890087574,4.1413941426744935e-05,-3.168538508709755e-05,0.1258658816283355,0.0708209284422054,-24.494740305681635,-16.10015897283371,11.251560700835821,21.57,0.28,1660890.0,21560.000000000004,0.011091732276894178,0.0064723112064946475
1093,-76.2707597955539,42.47454750561707,700,Pond,0.0237428572561059,0.0236857150282178,0.0110285717195698,6.243741829946105e-05,-6.513104381156154e-05,0.0993714279362133,0.130571431347302,0.031842857067074,0.0392214293990816,0.028228571904557,4.7898123219576e-05,-4.145290274339329e-05,0.0974500008991786,0.1322357143674578,0.0313857152525867,0.0476285708802087,0.0363857134112289,6.91229704118866e-05,-5.7479405118751205e-05,0.2027857133320399,0.1417857131787709,-17.460153097216836,-11.52293199806262,6.551080335043404,35.18,2.28,24626.0,1595.9999999999998,0.00016445700741818907,0.0004791191412599932
1094,-76.69185150152268,42.48358199076021,700,Pond,0.0333428573129432,0.0293571428794945,0.0219285716967923,5.239760035432742e-05,-5.739422340411693e-05,0.1103285732013838,0.1361428541796548,0.0267428569495677,0.0388285709278924,0.0336285715124436,5.743880059786274e-05,-4.65016122948977e-05,0.0939857150827135,0.1481142831700188,0.0290285716099398,0.0354571427617754,0.0312642856900181,5.688615004016485e-05,-4.891668972309812e-05,0.1084571416888918,0.1481214335986546,-19.63429258024036,-13.774502120219712,6.551080335043404,35.18,2.28,24626.0,1595.9999999999998,0.00016445700741818907,0.0004791191412599932
1095,-76.68426202067941,42.48106927457978,500,Pond,0.0261199999600648,0.0371200010180473,0.0208999998867511,5.268206004984677e-05,-4.194906323391478e-05,0.09617999792099,0.1281600028276443,0.0416400000452995,0.0626199997961521,0.0422200001776218,4.602475237334147e-05,-3.159842926834244e-05,0.1307500004768371,0.1329100042581558,0.0282200004905462,0.0407999992370605,0.0321200005710125,5.8577448362484576e-05,-4.541897214949131e-05,0.1172000005841255,0.1245100021362304,-20.100979600037515,-13.768815374892808,6.214608098422191,35.18,2.28,17590.0,1140.0,0.0001174692910129922,0.00034222795804285237
1096,-76.67464610331619,42.47991767820578,4100,Pond,0.0161243903836826,0.024098780596765,0.0149817072854536,3.367588292681697e-05,-1.7469460030453064e-05,0.0400609753389911,0.0553182932298357,0.0483060974355151,0.0585512194509913,0.0516390244408351,2.1126646526859187e-05,-1.3281630224244552e-05,0.0827829262650594,0.1030439025745159,0.0245414633849045,0.035125609714447,0.0289634147704374,4.680335675912807e-05,-3.16903927940563e-05,0.0779207320656718,0.0741621950050679,-21.06379081590394,-15.926099307978026,8.318742252692399,21.21,0.65,86961.0,2665.0,0.0005807417291518371,0.0008000329019159662
1097,-76.6497622221928,42.48180140153633,800,Pond,0.0219250000081956,0.0250875001074746,0.014237499795854,6.501594270957867e-05,-6.370015171341947e-05,0.1028875005431473,0.1467875018715858,0.0323750006500631,0.0399187495931983,0.0356937497854232,4.925181519865873e-05,-4.5681949359277496e-05,0.1093750018626451,0.1321812504902482,0.0231749999802559,0.03403125051409,0.0264250002801418,6.688425355605432e-05,-5.830161580888671e-05,0.1406375002115965,0.1320250015705824,-17.439873338276843,-12.383524603852488,6.684611727667927,35.18,2.28,28144.0,1823.9999999999998,0.0001879508656207875,0.0005475647328685636
1098,-76.62566162817696,42.48294127599135,4100,Pond,0.0221865853839894,0.0251585367567292,0.0151121950276741,4.304866105507599e-05,-3.435130354485343e-05,0.0741414635828355,0.0929463416701409,0.0350975613223343,0.0450634142247641,0.034253658681381,2.9528151860243424e-05,-2.06041051358891e-05,0.0705536590298501,0.0899804859626584,0.0219280488516499,0.033103658522411,0.0269231705858213,5.715262691743058e-05,-4.465364003319736e-05,0.1097219509140747,0.083712195296113,-20.48409740405238,-14.322672925197905,8.318742252692399,21.21,0.65,86961.0,2665.0,0.0005807417291518371,0.0008000329019159662
1099,-76.62746903122523,42.479690360618655,1200,Pond,0.0297999999020248,0.0365333339820305,0.0192875001812353,6.228370633228526e-05,-5.3823434730778295e-05,0.1406208360567689,0.1547666688760121,0.0339499996043741,0.0435416664307316,0.0332083337319394,5.394259945508869e-05,-4.670586592207352e-05,0.1283750024934609,0.1329416645069917,0.0331708330971499,0.0441500002828737,0.0318999999823669,5.848388112402366e-05,-4.926419236047271e-05,0.1466958342740933,0.1577208327750364,-21.03177435499798,-14.82098825544414,7.090076835776092,21.21,0.65,25452.0,780.0,0.00016997318902004988,0.00023415597129247792
1100,-76.6204097702842,42.482497595881526,800,Pond,0.0448499997146427,0.0750625012442469,0.0475125000812113,-5.990541097844471e-06,3.3278221053478774e-05,0.0394375002942979,0.1076750019565224,0.0436812499538064,0.0692875003442168,0.0476374998688697,1.1505022371238738e-05,1.1396040406452812e-05,0.0599250006489455,0.1128874998539686,0.0464250007644295,0.0756499981507659,0.0498625007458031,1.6784019294391328e-05,7.232921422684058e-06,0.064268750604242,0.1122749997302889,-19.645846767620625,-13.67952703008849,6.684611727667927,35.18,2.28,28144.0,1823.9999999999998,0.0001879508656207875,0.0005475647328685636
1101,-76.62363247636597,42.48201475141631,800,Pond,0.0255999998189508,0.0282749999314546,0.0176125002326443,5.416148178483127e-05,-5.093183744975249e-05,0.0982125024311244,0.11824999935925,0.037256249692291,0.0427124998532235,0.0301875004079192,3.5772866795014124e-05,-3.41671179739933e-05,0.0856437496840953,0.1355500034987926,0.0273875002749264,0.0389875001274049,0.029199999757111,5.843200369781698e-05,-4.819874675376923e-05,0.1170250019058585,0.1206124993041157,-16.377157027085744,-10.915023709901886,6.684611727667927,35.18,2.28,28144.0,1823.9999999999998,0.0001879508656207875,0.0005475647328685636
1102,-76.61645718303407,42.480566218020655,1300,Pond,0.0273076926286403,0.0412076920844041,0.0186461537646559,5.80458368998594e-05,-4.349407026893459e-05,0.1295230755439171,0.1163692302428759,0.0327076919090289,0.0500923077074381,0.0339076923063168,5.5753588430189455e-05,-4.16991360207948e-05,0.1427307696296618,0.1357769226798644,0.0344384616384139,0.0476423080724019,0.0320576922251628,5.08902429338867e-05,-3.9038628109175567e-05,0.1254153859156828,0.1258615352786504,-19.834628278308635,-14.276735951407646,7.170119543449628,21.21,0.65,27573.0,845.0,0.00018413762143838736,0.0002536689689001844
1103,-76.61011867038934,42.484234937641006,2500,Pond,0.0213520002365112,0.0280120002478361,0.0143600000441074,5.441569403046742e-05,-4.204837969155051e-05,0.0711120001971721,0.0746080005168914,0.0377779994904994,0.0547399996221065,0.0383340004086494,4.825526164495386e-05,-3.6433750137803146e-05,0.1276640003919601,0.0958999991416931,0.0547499996423721,0.0943580001592636,0.0566180001199245,5.777426093118265e-05,-3.805114858550951e-05,0.2121520012617111,0.1158439993858337,-21.603879197541637,-12.9135487315975,7.824046010856292,21.21,0.65,53025.0,1625.0,0.0003541108104584372,0.0004878249401926623
1104,-76.61057820856357,42.48251256780293,900,Pond,0.0144555555242631,0.0229999998377429,0.0110222223318285,6.898386749930473e-05,-5.528904269643439e-05,0.0921666667693191,0.1029777775208155,0.0286444442139731,0.0385888889431953,0.0292111111597882,5.1730440544714737e-05,-4.138362682068772e-05,0.0979555555515819,0.1225333313147227,0.0203944442586766,0.0327222223083178,0.0255722223470608,6.8908872183076e-05,-5.428466667783343e-05,0.1162444440027078,0.1104944414562649,-17.28567702737703,-11.915006030149645,6.802394763324311,35.18,2.28,31662.0,2052.0,0.00021144472382338594,0.0006160103244771342
1105,-76.6136274898891,42.48240776435311,800,Pond,0.0189999998547136,0.0246625004801899,0.0150375000666826,6.237329625946586e-05,-5.191563695916557e-05,0.1024749986827373,0.1101499982178211,0.0413250001147389,0.0439374991692602,0.0411125007085502,4.523647021414945e-05,-3.705777498907992e-05,0.1060625007376074,0.1429624985903501,0.0290187501814216,0.0375437503680586,0.0321687499526888,5.041666327088024e-05,-4.226655028105597e-05,0.0984312491491437,0.1382937515154481,-18.806702842648463,-12.535506784239097,6.684611727667927,35.18,2.28,28144.0,1823.9999999999998,0.0001879508656207875,0.0005475647328685636
1106,-76.59808663547382,42.48335099540144,1200,Pond,0.023941667129596,0.033283333449314,0.0222583333961665,3.1863750033759665e-05,-1.841234404764691e-05,0.0474583340498308,0.0946666647990544,0.0325958331425984,0.0453333330030242,0.032879166615506,2.2739166145887183e-05,-7.749480952649416e-06,0.0588708333671093,0.1099874998132387,0.0335208335891366,0.0486416661490996,0.037279166902105,3.318514018246788e-05,-1.7345406035929045e-05,0.0696833332379659,0.114291666696469,-19.63050035076998,-13.49115315343265,7.090076835776092,21.21,0.65,25452.0,780.0,0.00016997318902004988,0.00023415597129247792
1107,-76.60051208674095,42.48293178160218,1200,Pond,0.0220000000360111,0.0273750005289912,0.0162416668608784,6.099674768241433e-05,-5.236502875050064e-05,0.0986833324035008,0.1242083354542652,0.0198374997513989,0.0298208333551883,0.0230375000586112,5.481862505500127e-05,-3.869100146403071e-05,0.0756000000983476,0.1173625004788239,0.0250125002736846,0.0354791668554147,0.0300583330293496,5.5693680224067066e-05,-4.3851575962132e-05,0.0941083331902821,0.114341665059328,-17.46392261495594,-11.494891725515958,7.090076835776092,21.21,0.65,25452.0,780.0,0.00016997318902004988,0.00023415597129247792
1108,-76.57782962581695,42.48619566046781,1500,Pond,0.0397266666094462,0.0525533333420753,0.0287733333806196,4.951357283668282e-05,-4.162592582967288e-05,0.1302666666607062,0.1419533347090085,0.0305933333933353,0.0425333335995674,0.0313666665305693,5.145771210663952e-05,-3.692258639299932e-05,0.0936133330066998,0.1281866659720738,0.028553333133459,0.0498566674689451,0.0312866662939389,6.540809602787098e-05,-5.002768254295612e-05,0.1888766681154569,0.1240566690762837,-18.31700448577892,-12.343749571546644,7.313220387090301,21.21,0.65,31815.0,975.0,0.00021246648627506234,0.0002926949641155974
1109,-76.58349899338782,42.48032666727824,900,Pond,0.0258166663762595,0.0349166666467984,0.0186277782130572,6.695898708939139e-05,-6.090635846097333e-05,0.1582111111945576,0.1439166714747747,0.0737777774532636,0.0603555548522207,0.0447833331094847,3.4987779347122545e-05,-3.499750326025403e-05,0.1514555546972486,0.1932333360115687,0.022694444283843,0.0441111115117867,0.0287722222920921,8.496502899409582e-05,-7.255849050125107e-05,0.2872555553913116,0.1565333356459935,-17.356582628379968,-11.055203833043644,6.802394763324311,35.18,2.28,31662.0,2052.0,0.00021144472382338594,0.0006160103244771342
1110,-76.5751542085577,42.481761367920406,2300,Pond,0.0096391305003477,0.0153521738298561,0.0094521739722593,6.970216623892117e-05,-5.683098266751546e-05,0.0586695653264937,0.0746608697201894,0.0265586956849564,0.0334652176369791,0.0311478259770766,4.697428274717506e-05,-3.922246983363394e-05,0.0820086964446565,0.1005565226078033,0.0235956517736548,0.0341717393501945,0.0319086953835642,5.3012514557770416e-05,-3.852507404150421e-05,0.0825043490723423,0.0877565207040828,-22.954034877535,-15.617103497742582,7.7406644019172415,21.21,0.65,48783.0,1495.0,0.00032578194562176224,0.00044879894497724937
1111,-76.56421640628217,42.48629672093729,2400,Pond,0.0173708332586102,0.0211208332329988,0.0132958333124406,5.673346322510042e-05,-4.961649331865677e-05,0.0784437498853852,0.1058791667843858,0.0319312501233071,0.0475520837741593,0.0338458333474894,4.318554783822037e-05,-2.5220008978976693e-05,0.0893979157942036,0.1017645836497346,0.0256124999529371,0.0339999999850988,0.0328166664888461,5.240359587332932e-05,-4.262462751588222e-05,0.0908250003121793,0.1118312496691942,-22.88569296218081,-16.95045121061334,7.783224016336037,21.21,0.65,50904.0,1560.0,0.00033994637804009975,0.00046831194258495584
1112,-76.56174978223119,42.48029672343542,700,Pond,0.0456214273082358,0.0620285724954945,0.0342714286276272,7.1377882185126e-05,-6.353483747391562e-05,0.2872428553444998,0.178335713488715,0.0478928562785897,0.0562214281942163,0.040571428835392,5.067674594881412e-05,-4.672501433690611e-05,0.174514285155705,0.1701785751751491,0.0502285717853478,0.0670785701700619,0.0460857142295156,6.396433829130339e-05,-5.493548815138638e-05,0.2501999991280692,0.1851642898150853,-16.82630403718252,-11.64572317820948,6.551080335043404,35.18,2.28,24626.0,1595.9999999999998,0.00016445700741818907,0.0004791191412599932
1113,-76.55334155117184,42.48279403992528,500,Pond,0.0321600001305341,0.0443400010466575,0.0203800005838274,5.401425150921568e-05,-4.376070646685548e-05,0.1215799987316131,0.136580005288124,0.0383800007402896,0.0544599995017051,0.0362800009548664,5.1004807028220965e-05,-3.8160419717314656e-05,0.1239599972963333,0.1432600051164627,0.0308100003749132,0.0481100000441074,0.032209999859333,5.989726050756872e-05,-4.419723263708875e-05,0.1435499966144561,0.1223199993371963,-20.80336748143705,-14.54483979307965,6.214608098422191,35.18,2.28,17590.0,1140.0,0.0001174692910129922,0.00034222795804285237
1114,-76.55216026657321,42.48266977297765,1200,Pond,0.0260499997530132,0.0350166669425865,0.0186250001036872,5.471315823039428e-05,-4.252118136112889e-05,0.1028000004589557,0.1138916661341985,0.0320416667188207,0.0470583333323399,0.0347583340480923,5.584169199816339e-05,-3.915202266095245e-05,0.1171916673580805,0.1307666686673959,0.0258291666395962,0.044916666423281,0.0321250005314747,6.350409391113014e-05,-4.7438813453482e-05,0.1520416643470525,0.1179333329200744,-18.64585904356685,-12.76597825687064,7.090076835776092,21.21,0.65,25452.0,780.0,0.00016997318902004988,0.00023415597129247792
1115,-76.55107480227157,42.47975773426496,1200,Pond,0.018691666657105,0.0224499997372428,0.0118833334418013,5.590282914151127e-05,-4.8316911791819926e-05,0.0701999996478359,0.1105666657288869,0.0456166664759318,0.0559916670123736,0.0409833335628112,3.5227982910631304e-05,-2.038511430176489e-05,0.0782749988138675,0.121799997985363,0.0217458335682749,0.0327791664749383,0.0277333334088325,5.699215247053265e-05,-4.348707655784286e-05,0.0973208338643113,0.1032833332816759,-18.620578572538168,-13.040841606088977,7.090076835776092,21.21,0.65,25452.0,780.0,0.00016997318902004988,0.00023415597129247792
1116,-76.54742165344948,42.4815992805974,600,Pond,0.0174333330554266,0.0223499995966752,0.0104500002538164,6.757696610293351e-05,-6.067646305988698e-05,0.0960666673878828,0.1075500001509984,0.029733333736658,0.0373000005880991,0.0298500002051393,4.920613961682344e-05,-4.0501487698444784e-05,0.0815833347539107,0.1335166692733764,0.0248916664471228,0.0408833331118027,0.0299333327760299,7.037401883280836e-05,-5.684368200794173e-05,0.1519416670004526,0.1203999991218249,-15.93927113327984,-10.431241053806412,6.396929655216146,35.18,2.28,21108.0,1367.9999999999998,0.00014096314921559062,0.00041067354965142275
1119,-76.47953596742857,42.48518355858104,500,Pond,0.0295599997043609,0.0350000005215406,0.0177199995145201,6.576732412213459e-05,-5.837093049194664e-05,0.1401799976825714,0.142299997806549,0.0327000007033348,0.0461000002920627,0.0347199998795986,5.87289803661406e-05,-4.621092521119863e-05,0.1282000005245208,0.1440800011157989,0.0618399977684021,0.1007599994540214,0.0613600000739097,6.511389947263523e-05,-5.052471315138973e-05,0.294679993391037,0.1590400040149688,-17.396603698602846,-12.000156210441816,6.214608098422191,35.18,2.28,17590.0,1140.0,0.0001174692910129922,0.00034222795804285237
1120,-76.47890015983303,42.4819835599134,1800,Pond,0.0205333334290319,0.0276722222980525,0.0155499999721845,3.906314830399222e-05,-2.3686874663376835e-05,0.0616444446560409,0.0871777774559127,0.053594444774919,0.0578666666729582,0.0434777773916721,1.5333813204658025e-05,-1.0993386957301886e-05,0.0647222223795122,0.1168444462948375,0.0316722218154205,0.0399111110924018,0.0338833331026964,3.8428125763958735e-05,-2.969833672573764e-05,0.0836499995655483,0.1114444442921214,-19.01791606129863,-11.392871107397893,7.495541943884256,21.21,0.65,38178.0,1170.0,0.00025495978353007483,0.00035123395693871686
1122,-76.46407754665105,42.48585570978188,8500,Pond,0.0171493825583178,0.021442592592427,0.0135858025068394,3.867622102983727e-05,-3.07591420708231e-05,0.0531364192174356,0.0585524691843692,0.0293000000126567,0.0342382718291547,0.0267407407087308,3.019903550272863e-05,-2.2638883666348664e-05,0.0592320989127512,0.0648987653814716,0.0249771604567398,0.0324500000541224,0.0304796298574886,3.498620580900518e-05,-2.642955418656286e-05,0.0662339501496818,0.0672969131006134,-24.28912430092396,-17.342443582535946,9.047821442478408,21.21,0.65,180285.0,5525.0,0.0012039767555586866,0.001658604796655052
1123,-76.45978558594578,42.48399063917602,8300,Pond,0.0226572289759944,0.0261759036276713,0.0172096387236323,4.659365966136943e-05,-4.192280033179026e-05,0.0711379520348217,0.0812463851937328,0.0469012048364762,0.0479253013449979,0.0382337350712483,3.3848150002108105e-05,-3.049300191257744e-05,0.0979704823210296,0.117703613656831,0.0239861446197133,0.0343192770897624,0.030535542394921,5.225735417681505e-05,-4.098950851486339e-05,0.0987560238060822,0.083939156797995,-21.306435835553888,-14.870633548970904,9.02401079378469,21.21,0.65,176043.0,5395.0,0.0011756478907220117,0.001619578801439639
1125,-76.46182037337549,42.4804110544716,2200,Pond,0.0159568182531405,0.0179386365396732,0.0077659092547202,5.782394840604287e-05,-5.553227228202476e-05,0.0713909096507863,0.0797204541211778,0.0301818180490623,0.0317590909756042,0.0250409088012847,3.177070894625186e-05,-3.22562659262489e-05,0.0722295460714535,0.1106795472177592,0.0310840908099304,0.0412545454773035,0.0354681817645376,5.985613461234607e-05,-4.960015609288927e-05,0.1277931830422445,0.0958545465360988,-19.69777905624161,-13.563902785390209,7.696212639346407,21.21,0.65,46662.0,1430.0,0.0003116175132034248,0.00042928594736954285
1128,-76.45104539912866,42.48131880660314,4500,Pond,0.029721111493806,0.0333177775144577,0.0186066667238871,6.577107083608604e-05,-6.130213199260955e-05,0.1482200015750196,0.116884442170461,0.0426822221941418,0.0470477775567107,0.0334833334303564,4.246155844561549e-05,-3.691665136153056e-05,0.1138966667983267,0.1169177773925993,0.0411433330426613,0.0708755558563603,0.0439600001606676,7.611243135114718e-05,-6.241178376108615e-05,0.3148633337683147,0.1511622213655048,-15.721290790131707,-9.233669015703232,8.411832675758411,21.21,0.65,95445.0,2925.0,0.000637399458825187,0.0008780848923467922
1129,-76.4475439657768,42.4800122569288,600,Pond,0.0238333336698512,0.0262999997163812,0.0153916667525966,6.322237337978247e-05,-5.881661127205007e-05,0.1112666664024194,0.118083331733942,0.0353250006834665,0.0379166677594184,0.0243916666756073,5.11697926413035e-05,-4.526956945483107e-05,0.1001083341737588,0.1245666692654291,0.0314749997730056,0.0511583338181177,0.0344916669030984,7.197877736568141e-05,-5.9963933987698205e-05,0.209425002336502,0.1456916679938634,-15.484524976659316,-10.637839477233364,6.396929655216146,35.18,2.28,21108.0,1367.9999999999998,0.00014096314921559062,0.00041067354965142275
1130,-76.44902244301524,42.47956684226708,800,Pond,0.0524500007741153,0.0439125006087124,0.0283875002060085,5.060560988567886e-05,-5.50511776964413e-05,0.1523375008255243,0.1477250028401613,0.0518687507137656,0.0476187500171363,0.0358312495518475,3.403084883757401e-05,-3.788330468523782e-05,0.104081249795854,0.131812497973442,0.0419687498360872,0.0523875006474554,0.0385937504470348,6.32180094726209e-05,-5.562994829233503e-05,0.1971250008791685,0.1443125009536743,-17.278270160746303,-9.56195810386863,6.684611727667927,35.18,2.28,28144.0,1823.9999999999998,0.0001879508656207875,0.0005475647328685636
